Id,Start,Name,Impact,Currency
4d3300ad-c168-4a5f-a4ac-a60a338e63c4,01/01/2023 05:00:00,New Year's Day,NONE,USD
fac1505e-5b80-4e52-a30f-2ecfa57461b1,01/02/2023 08:55:00,HCOB Manufacturing PMI,MEDIUM,EUR
b35cc78a-209a-4580-bb5e-1d4fe54c46a9,01/02/2023 09:00:00,HCOB Manufacturing PMI,LOW,EUR
3754bf4f-056f-491b-a7f6-33372ae22052,01/03/2023 08:55:00,Unemployment Change,MEDIUM,EUR
2823d4d2-2e7b-4a39-a21f-bd1a3d16d74d,01/03/2023 08:55:00,Unemployment Rate s.a.,MEDIUM,EUR
fda018ab-b12e-4b0e-9ea7-456f4de5fe4e,01/03/2023 09:00:00,Baden-Wuerttemberg CPI (MoM),LOW,EUR
a2efe6e3-8273-4fcf-a3f8-7a9b83930ac1,01/03/2023 09:00:00,Baden-Wuerttemberg CPI (YoY),LOW,EUR
970a44cd-9d1a-4a76-aab0-4eb1426ecdf9,01/03/2023 09:00:00,Bavaria CPI (MoM),LOW,EUR
7312f2d1-69fc-4637-9d19-ed1b4b69618f,01/03/2023 09:00:00,Bavaria CPI (YoY),LOW,EUR
5f0a8ebb-c4ce-4db4-a0de-9c3208bd017a,01/03/2023 09:00:00,Brandenburg CPI (MoM),LOW,EUR
10ebf345-40e6-4f1b-a6fa-8663e46c437d,01/03/2023 09:00:00,Brandenburg CPI (YoY),LOW,EUR
60d4dbc8-129e-45ca-aad5-20b674ecc8ac,01/03/2023 09:00:00,Hesse CPI (MoM),LOW,EUR
cb3b2592-d7c1-44cd-96b5-1b5e2afa518e,01/03/2023 09:00:00,Hesse CPI (YoY),LOW,EUR
92198eba-903e-4dcd-9d1f-299d86bf9400,01/03/2023 09:00:00,North Rhine-Westphalia CPI (MoM),LOW,EUR
7536ab0d-dbee-4d04-a42f-0f5d8b9b71e0,01/03/2023 09:00:00,North Rhine-Westphalia CPI (YoY),LOW,EUR
29f7746b-f0d2-4690-ac5c-553b8ef6eb0d,01/03/2023 09:00:00,Saxony CPI (MoM),LOW,EUR
f010beec-25f8-4c40-a4e6-126079eb1e50,01/03/2023 09:00:00,Saxony CPI (YoY),LOW,EUR
b74f8544-2c9e-4ef1-88fb-b49525d1bacd,01/03/2023 09:30:00,S&P Global Manufacturing PMI,MEDIUM,GBP
a2c0f155-1565-43fd-b446-d147847dc6ae,01/03/2023 13:00:00,Consumer Price Index (MoM),LOW,EUR
064e4884-790e-4e13-9921-33b90e6a3f4c,01/03/2023 13:00:00,Consumer Price Index (YoY),LOW,EUR
de80997b-d79b-47a0-b528-bb474cd50f8d,01/03/2023 13:00:00,Harmonized Index of Consumer Prices (MoM),LOW,EUR
9d5fa3e7-ddd0-4582-81c4-9a1d520e57bf,01/03/2023 13:00:00,Harmonized Index of Consumer Prices (YoY),HIGH,EUR
cbec7bfb-555b-488d-9802-c977f9a6125c,01/03/2023 14:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
e63deafa-caec-4b5e-ad16-893bb6b6b55f,01/03/2023 15:00:00,Construction Spending (MoM),LOW,USD
7a9f786d-6b89-42b6-b9e4-9a5a83faf073,01/03/2023 16:30:00,3-Month Bill Auction,LOW,USD
2272f421-c90e-4d58-a85a-ec15b770b0ce,01/03/2023 16:30:00,6-Month Bill Auction,LOW,USD
1eedb6b8-e0ce-4b15-8b6a-fc4fc97de4a4,01/03/2023 23:50:00,Foreign Bond Investment,LOW,JPY
cb562bdc-e3e3-447b-bca7-131c7ba91374,01/03/2023 23:50:00,Foreign Investment in Japan Stocks,LOW,JPY
cb92203b-6808-4022-9a18-1ce57de2be0e,01/04/2023 00:01:00,BRC Shop Price Index (YoY),LOW,GBP
dc1c6753-7ef4-49a4-bf94-41cfd4e908c0,01/04/2023 00:30:00,Jibun Bank Manufacturing PMI,LOW,JPY
efed33f0-1055-49a1-9d24-4504290f5741,01/04/2023 07:00:00,Import Price Index (MoM),LOW,EUR
ec2d15c4-4efc-4ff9-9036-4200ece72b65,01/04/2023 07:00:00,Import Price Index (YoY),LOW,EUR
05c57c1a-e6d7-48ef-abc4-9d6501e0f9c0,01/04/2023 08:55:00,HCOB Composite PMI,MEDIUM,EUR
d6cd8410-8391-4307-a706-7c38360b902a,01/04/2023 08:55:00,HCOB Services PMI,LOW,EUR
c8c291b1-483d-484a-b431-bfc10a5be958,01/04/2023 09:00:00,HCOB Composite PMI,MEDIUM,EUR
f1342156-ea86-4518-9b41-68d192f49fce,01/04/2023 09:00:00,HCOB Services PMI,LOW,EUR
8aafbc78-7c8e-4dfa-8eb5-d92e76191722,01/04/2023 09:30:00,Consumer Credit,LOW,GBP
2d3ea51d-f29a-44a9-9156-163818a26d34,01/04/2023 09:30:00,M4 Money Supply (MoM),LOW,GBP
4d6abf7e-8fa8-4a90-bd71-be24e0068e0f,01/04/2023 09:30:00,M4 Money Supply (YoY),LOW,GBP
743d3885-98e3-402b-a7ba-6453111d7904,01/04/2023 09:30:00,Mortgage Approvals,LOW,GBP
089ff052-1690-4505-bb78-d4d3acd862fb,01/04/2023 09:30:00,Net Lending to Individuals (MoM),LOW,GBP
fb44bcf2-f267-4b1d-bc46-aedfc7e03ddd,01/04/2023 12:00:00,MBA Mortgage Applications,LOW,USD
abd7a39f-2cca-46cd-8783-731a3d9e6546,01/04/2023 13:55:00,Redbook Index (YoY),LOW,USD
bf99b610-717b-4aaa-80ba-c8e9c372ed7f,01/04/2023 15:00:00,ISM Manufacturing Employment Index,MEDIUM,USD
85136c10-95c7-4099-8151-86d3dccc3f27,01/04/2023 15:00:00,ISM Manufacturing New Orders Index,MEDIUM,USD
716c3835-56a6-4a44-9ae2-9de5a11a62e1,01/04/2023 15:00:00,ISM Manufacturing PMI,HIGH,USD
8e668107-9b7e-427c-859a-64281e8536c4,01/04/2023 15:00:00,ISM Manufacturing Prices Paid,MEDIUM,USD
1ccd5e3e-8fbb-40d5-b123-167a3a61aec0,01/04/2023 15:00:00,JOLTS Job Openings,LOW,USD
