time,high,low,close,atr,ma,range,range_pips
2003-08-17 00:00:00+00:00,119.68,118.15,119.163,2.1192857142857155,118.36071428571428,1.5300000000000011,153.0000000000001
2003-08-24 00:00:00+00:00,119.79,117.281,117.49,2.147122448979593,118.47442857142858,2.5090000000000003,250.90000000000003
2003-08-31 00:00:00+00:00,118.01,116.13,116.872,2.12804227405248,118.47807142857144,1.8800000000000097,188.00000000000097
2003-09-07 00:00:00+00:00,117.25,115.71,116.767,2.086039254477303,118.29835714285714,1.5400000000000063,154.00000000000063
2003-09-14 00:00:00+00:00,117.69,116.04,117.244,2.0548935934432095,118.19685714285716,1.6499999999999915,164.99999999999915
2003-09-21 00:00:00+00:00,117.69,113.585,113.908,2.2013297653401236,117.94335714285714,4.105000000000004,410.5000000000004
2003-09-28 00:00:00+00:00,112.73,110.88,111.673,2.260377639244401,117.47228571428572,1.8500000000000085,185.00000000000085
2003-10-05 00:00:00+00:00,112.08,110.07,110.828,2.242493522155516,116.84435714285713,2.010000000000005,201.0000000000005
2003-10-12 00:00:00+00:00,111.34,108.264,108.66,2.3020296991444082,116.17057142857144,3.0760000000000076,307.60000000000076
2003-10-19 00:00:00+00:00,110.3,108.23,109.315,2.2854561492055216,115.57628571428572,2.069999999999993,206.99999999999932
2003-10-26 00:00:00+00:00,110.58,108.78,109.266,2.2507807099765555,114.92714285714285,1.7999999999999972,179.99999999999972
2003-11-02 00:00:00+00:00,110.22,107.76,109.93,2.26572494497823,114.29171428571429,2.4599999999999937,245.99999999999937
2003-11-09 00:00:00+00:00,111.5,109.02,109.36,2.2810303060512136,113.53214285714284,2.480000000000004,248.0000000000004
2003-11-16 00:00:00+00:00,109.64,107.84,108.35,2.2466709984761266,112.77328571428572,1.7999999999999972,179.99999999999972
2003-11-23 00:00:00+00:00,109.75,107.51,108.75,2.246194498584974,112.0295,2.239999999999995,223.9999999999995
2003-11-30 00:00:00+00:00,110.04,108.71,109.6,2.180752034400334,111.46592857142856,1.3300000000000125,133.00000000000125
2003-12-07 00:00:00+00:00,110.04,107.49,107.7,2.2071268890860254,110.8107857142857,2.5500000000000114,255.00000000000114
2003-12-14 00:00:00+00:00,108.72,106.72,107.84,2.1923321112941663,110.17314285714285,2.0,200.0
2003-12-21 00:00:00+00:00,108.18,107.17,107.79,2.1078798176302977,109.49785714285714,1.0100000000000051,101.00000000000051
2003-12-28 00:00:00+00:00,107.94,106.86,107.43,2.0344598306567048,109.03514285714286,1.0799999999999983,107.99999999999983
2004-01-04 00:00:00+00:00,107.72,106.63,107.03,1.9669984141812262,108.70349999999999,1.0900000000000034,109.00000000000034
2004-01-11 00:00:00+00:00,108.25,105.89,106.76,1.9950699560254244,108.41292857142857,2.3599999999999994,235.99999999999994
2004-01-18 00:00:00+00:00,107.0,105.7,106.6,1.9454221020236082,108.26578571428571,1.2999999999999972,129.99999999999972
2004-01-25 00:00:00+00:00,107.91,105.71,106.71,1.9636062375933505,108.07971428571429,2.200000000000003,220.00000000000028
2004-02-01 00:00:00+00:00,106.72,105.42,105.66,1.916205792050968,107.82214285714285,1.2999999999999972,129.99999999999972
2004-02-08 00:00:00+00:00,106.8,105.18,105.45,1.8950482354758982,107.50214285714286,1.6199999999999903,161.99999999999903
2004-02-15 00:00:00+00:00,105.9,105.14,105.42,1.8139733615133342,107.2207142857143,0.7600000000000051,76.00000000000051
2004-02-22 00:00:00+00:00,109.34,105.31,109.01,1.9722609785480962,107.26785714285714,4.030000000000001,403.0000000000001
2004-02-29 00:00:00+00:00,109.83,108.0,109.13,1.962099480080375,107.29499999999999,1.8299999999999983,182.99999999999983
2004-03-07 00:00:00+00:00,112.29,108.83,111.99,2.069092374360349,107.46571428571428,3.460000000000008,346.0000000000008
2004-03-14 00:00:00+00:00,112.33,110.19,110.76,2.074157204763181,107.6842857142857,2.1400000000000006,214.00000000000006
2004-03-21 00:00:00+00:00,111.06,106.37,106.67,2.261003118708668,107.60071428571429,4.689999999999998,468.9999999999998
2004-03-28 00:00:00+00:00,107.65,105.48,106.0,2.254502895943763,107.47285714285714,2.1700000000000017,217.00000000000017
