time,high,low,close,atr,ma,range,range_pips
2006-04-10 00:00:00+00:00,118.89,117.81,118.63,2.3393571428571422,117.25464285714285,1.0799999999999983,107.99999999999983
2006-04-17 00:00:00+00:00,118.395,116.54,116.545,2.3215459183673457,117.42607142857143,1.8549999999999898,185.49999999999898
2006-04-24 00:00:00+00:00,115.99,113.64,113.793,2.363221209912535,117.31949999999999,2.3499999999999943,234.99999999999943
2006-05-01 00:00:00+00:00,114.16,112.252,112.535,2.330705409204497,116.98235714285714,1.9080000000000013,190.80000000000013
2006-05-08 00:00:00+00:00,112.17,109.21,109.965,2.401726451404176,116.34521428571428,2.960000000000008,296.0000000000008
2006-05-15 00:00:00+00:00,112.215,109.005,111.64,2.4594602763038784,115.90278571428573,3.210000000000008,321.0000000000008
2006-05-22 00:00:00+00:00,112.98,110.95,112.605,2.428784542282173,115.51564285714286,2.030000000000001,203.0000000000001
2006-05-29 00:00:00+00:00,113.365,111.319,111.69,2.4014427892620174,115.14742857142858,2.0459999999999923,204.59999999999923
2006-06-05 00:00:00+00:00,114.72,111.435,113.915,2.4645540186004444,114.97171428571428,3.2849999999999966,328.49999999999966
2006-06-12 00:00:00+00:00,115.45,113.965,115.155,2.3981573029861267,114.69821428571429,1.4849999999999994,148.49999999999994
2006-06-19 00:00:00+00:00,116.573,114.37,116.55,2.3842174956299735,114.74571428571429,2.2029999999999887,220.29999999999887
2006-06-26 00:00:00+00:00,116.695,114.179,114.405,2.3936305316564033,114.5307142857143,2.515999999999991,251.5999999999991
2006-07-03 00:00:00+00:00,115.77,113.817,114.002,2.3621569222523746,114.26357142857141,1.953000000000003,195.3000000000003
2006-07-10 00:00:00+00:00,116.378,113.445,116.095,2.4029314278057767,114.10892857142856,2.933000000000007,293.3000000000007
2006-07-17 00:00:00+00:00,117.87,115.808,116.125,2.378579182962507,113.92999999999999,2.0619999999999976,206.19999999999976
2006-07-24 00:00:00+00:00,117.39,114.595,114.605,2.4083235270366137,113.79142857142857,2.7950000000000017,279.50000000000017
2006-07-31 00:00:00+00:00,115.528,113.97,114.405,2.3475861322482845,113.83514285714286,1.558000000000007,155.8000000000007
2006-08-07 00:00:00+00:00,116.416,114.225,116.265,2.3364014085162643,114.10157142857143,2.1910000000000025,219.10000000000025
2006-08-14 00:00:00+00:00,116.75,115.175,115.765,2.2820155936222455,114.51585714285714,1.5750000000000028,157.50000000000028
2006-08-21 00:00:00+00:00,117.386,114.76,117.24,2.306585908363513,114.91585714285713,2.6259999999999906,262.59999999999906
2006-08-28 00:00:00+00:00,117.485,116.5,117.032,2.2121869149089766,115.23207142857143,0.9849999999999994,98.49999999999994
2006-09-04 00:00:00+00:00,117.05,115.56,116.906,2.160602135272621,115.60464285714285,1.4899999999999949,148.9999999999995
2006-09-11 00:00:00+00:00,118.14,116.6,117.519,2.116273411324577,115.86207142857143,1.5400000000000063,154.00000000000063
2006-09-18 00:00:00+00:00,118.28,116.05,116.522,2.1243967390871075,115.95971428571428,2.230000000000004,223.0000000000004
2006-09-25 00:00:00+00:00,118.181,116.09,118.135,2.1220112577237424,116.07292857142856,2.090999999999994,209.0999999999994
2006-10-02 00:00:00+00:00,119.09,117.35,118.972,2.094724739314904,116.39914285714285,1.740000000000009,174.0000000000009
2006-10-09 00:00:00+00:00,119.87,118.78,119.589,2.022958686506697,116.7982142857143,1.0900000000000034,109.00000000000034
2006-10-16 00:00:00+00:00,119.8,118.01,118.698,2.0063187803276468,116.98414285714286,1.789999999999992,178.9999999999992
2006-10-23 00:00:00+00:00,119.66,117.16,117.566,2.0415817245899577,117.08707142857143,2.5,250.0
2006-10-30 00:00:00+00:00,118.19,116.57,118.0,2.0114687442621038,117.32957142857143,1.6200000000000045,162.00000000000045
2006-11-06 00:00:00+00:00,118.59,117.187,117.596,1.9680066911005254,117.5575,1.4030000000000058,140.30000000000058
2006-11-13 00:00:00+00:00,118.452,117.11,117.724,1.9232919274504876,117.66171428571428,1.3419999999999987,134.19999999999987
2006-11-20 00:00:00+00:00,118.25,115.55,115.86,1.9787710754897387,117.66850000000001,2.700000000000003,270.0000000000003
2006-11-27 00:00:00+00:00,116.56,114.978,115.416,1.9504302843833294,117.53821428571429,1.5820000000000078,158.20000000000078
2006-12-04 00:00:00+00:00,116.48,114.435,116.32,1.9571852640702347,117.48735714285714,2.0450000000000017,204.50000000000017
2006-12-11 00:00:00+00:00,118.33,116.23,118.19,1.9673863166366463,117.57907142857142,2.0999999999999943,209.99999999999943
2006-12-18 00:00:00+00:00,118.97,117.66,118.83,1.9204301511626003,117.67271428571428,1.3100000000000023,131.00000000000023
2006-12-25 00:00:00+00:00,119.23,118.28,119.1,1.8511137117938432,117.85685714285715,0.9500000000000028,95.00000000000028
