Id,Start,Name,Impact,Currency
587b74ea-3f61-4511-9a69-95e9c0b0a109,01/01/2018 00:00:00,New Year's Day,NONE,EUR
398fe0e6-8dc1-4959-9d25-15b831b7e3b8,01/01/2018 00:00:00,New Year's Day,NONE,JPY
bc2ea88b-bcdb-4834-b83a-98b7d0ce4b1a,01/01/2018 00:00:00,New Year's Day,NONE,GBP
62bb1be6-0ed9-4202-b9b3-f522a9ed74b2,01/01/2018 00:00:00,New Year's Day,NONE,USD
0077593c-1751-4903-b1d4-32583b4a7648,01/02/2018 08:55:00,HCOB Manufacturing PMI,MEDIUM,EUR
53cfe30c-e5b8-4bda-9078-cac149616bf1,01/02/2018 09:00:00,HCOB Manufacturing PMI,MEDIUM,EUR
5604f748-c872-49dd-9570-25c1772ef951,01/02/2018 09:30:00,S&P Global Manufacturing PMI,MEDIUM,GBP
bd231e5f-f48b-4c01-97f8-a53d994897fd,01/02/2018 14:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
971070fb-24a5-4280-86d1-e5dd66d3ce2f,01/02/2018 16:30:00,3-Month Bill Auction,LOW,USD
da3114f3-410b-4917-9ce7-89a2e5d25ba7,01/02/2018 16:30:00,4-Week Bill Auction,LOW,USD
1a805a2b-e28e-43a8-b1b8-0e6641ef9cec,01/02/2018 16:30:00,6-Month Bill Auction,LOW,USD
9b81e9f6-2063-4f0b-a61c-6a6df9fb093a,01/02/2018 18:00:00,52-Week Bill Auction,LOW,USD
4acb2362-99e1-44a8-abd8-439663b88058,01/03/2018 09:00:00,Unemployment Change,MEDIUM,EUR
3df6a622-9ac8-446f-ba22-978b49fc4b92,01/03/2018 09:00:00,Unemployment Rate s.a.,MEDIUM,EUR
cd34ada7-c593-48b3-9176-6e56771554dc,01/03/2018 09:30:00,S&P Global Construction PMI,MEDIUM,GBP
4d20e87f-fa2b-4dee-bfb5-dea3f0d1c38e,01/03/2018 12:00:00,MBA Mortgage Applications,LOW,USD
6f05514c-b761-477c-bf76-b81b164424c2,01/03/2018 13:55:00,Redbook Index (MoM),LOW,USD
0da81f6d-d201-465e-b222-5994fce4cb5f,01/03/2018 13:55:00,Redbook Index (YoY),LOW,USD
56987d79-27f3-4be1-aac7-931b74a1db1b,01/03/2018 14:45:00,ISM-NY Business Conditions Index,LOW,USD
ff9cc25c-6802-4705-9735-2f027dbabb71,01/03/2018 15:00:00,Construction Spending (MoM),MEDIUM,USD
432e959b-7684-4432-aa20-3f064b933a1c,01/03/2018 15:00:00,ISM Manufacturing Employment Index,MEDIUM,USD
218ce2c8-008c-48bc-8771-55d492abb6c0,01/03/2018 15:00:00,ISM Manufacturing New Orders Index,MEDIUM,USD
507d7175-2df5-4ac4-97a9-6b62549b08fc,01/03/2018 15:00:00,ISM Manufacturing PMI,HIGH,USD
6ab5f3b9-2df2-498d-be1a-f3be52c1dcc7,01/03/2018 15:00:00,ISM Manufacturing Prices Paid,HIGH,USD
fc296489-0a7a-4973-9e48-d64497ae78db,01/03/2018 19:00:00,FOMC Minutes,HIGH,USD
0fa9f9a7-95f8-43b8-b47e-6a2a6b3bc4d6,01/03/2018 20:30:00,Total Vehicle Sales,LOW,USD
edc60ac2-4c0c-4c40-b1df-64d4baed1f0d,01/03/2018 21:30:00,API Weekly Crude Oil Stock,LOW,USD
5748618e-d217-4c8a-b2de-2fac2fc53f04,01/04/2018 00:30:00,Jibun Bank Manufacturing PMI,LOW,JPY
7cdb9fc6-4c39-4a7b-b796-de34ea7ff6f4,01/04/2018 07:00:00,Nationwide Housing Prices n.s.a (YoY),LOW,GBP
5cd0b373-de06-4c7e-8ca8-e88de987ca68,01/04/2018 07:00:00,Nationwide Housing Prices s.a (MoM),LOW,GBP
82c8f8c9-0f5e-4501-b878-da5acfe48202,01/04/2018 08:55:00,HCOB Composite PMI,MEDIUM,EUR
11838571-eadd-4f3f-b2b6-7f69d02c95d9,01/04/2018 08:55:00,HCOB Services PMI,MEDIUM,EUR
112ae70a-9543-4cc7-8cdd-1d2ab9ec9b5f,01/04/2018 09:00:00,HCOB Composite PMI,MEDIUM,EUR
04a3f810-6804-4ae3-bac0-fd37bf4f8729,01/04/2018 09:00:00,HCOB Services PMI,MEDIUM,EUR
5fa370cc-43fc-4468-a468-d25bf52d4f08,01/04/2018 09:30:00,Consumer Credit,MEDIUM,GBP
4ed4727f-5a13-4cdc-b69a-9d811db596a7,01/04/2018 09:30:00,M4 Money Supply (MoM),LOW,GBP
68f7f4f8-f74c-499f-b947-5013fb74ecd2,01/04/2018 09:30:00,M4 Money Supply (YoY),LOW,GBP
