Id,Start,Name,Impact,Currency
bb6c2625-4d0b-42b1-8b14-94c4c7b507a4,01/01/2021 05:00:00,New Year's Day,NONE,USD
b86c8fd1-a868-4974-9891-8d59c877d4da,01/04/2021 00:45:00,Jibun Bank Manufacturing PMI,LOW,JPY
dc61f1ae-0a11-4f32-8cc4-cb5a893dccfa,01/04/2021 08:55:00,HCOB Manufacturing PMI,MEDIUM,EUR
79f8d106-da80-4496-bc76-af21a57040af,01/04/2021 09:00:00,HCOB Manufacturing PMI,LOW,EUR
6fd5fa77-11c7-4b06-9819-f7806c45ebd5,01/04/2021 09:30:00,Consumer Credit,LOW,GBP
6c8c3476-1d43-419f-a830-5d8588a6d90e,01/04/2021 09:30:00,M4 Money Supply (MoM),LOW,GBP
9c17d844-6e21-49e3-a275-e41253689fcf,01/04/2021 09:30:00,M4 Money Supply (YoY),LOW,GBP
08a7bcc3-4645-429a-8638-b830192cc66f,01/04/2021 09:30:00,Mortgage Approvals,LOW,GBP
9c561fe4-4a36-48c3-9f23-03f317737702,01/04/2021 09:30:00,Net Lending to Individuals (MoM),LOW,GBP
6e747491-94f2-45d1-9296-48f0061ed9d4,01/04/2021 09:30:00,S&P Global Manufacturing PMI,MEDIUM,GBP
2904b3a0-1928-4d2a-86a6-c1e2342180ac,01/04/2021 10:00:00,OPEC Meeting,MEDIUM,USD
6148ff23-23b6-4a2c-b460-fe6fbf4353e6,01/04/2021 14:45:00,S&P Global Manufacturing PMI,MEDIUM,USD
814817ef-0e4f-48cd-9438-705b19dd49a4,01/04/2021 15:00:00,Construction Spending (MoM),LOW,USD
c76edf45-520c-4fb9-9871-b89d988f2441,01/04/2021 15:00:00,Fed's Bostic speech,MEDIUM,USD
09229d1f-3823-49fd-8941-960fa52e8400,01/04/2021 15:00:00,Fed's Evans speech,LOW,USD
b8e62232-1405-40bd-9881-f19e45934728,01/04/2021 16:30:00,3-Month Bill Auction,LOW,USD
e3a11dd9-0157-4a57-abd3-b1d1ac3afb4c,01/04/2021 16:30:00,6-Month Bill Auction,LOW,USD
e22ec175-d61f-4e28-a857-5d035d6cac02,01/04/2021 17:15:00,Fed's Mester speech,MEDIUM,USD
4e5491d6-ef5c-4184-bf6c-348721687c37,01/04/2021 20:00:00,UK Prime Minister Boris Johnson speech,MEDIUM,GBP
4d17fd63-08d2-4d22-9fa1-9547ffc691d8,01/04/2021 20:30:00,CFTC EUR NC Net Positions,LOW,EUR
c6e98855-c009-40a1-b2de-52c99149c902,01/04/2021 20:30:00,CFTC JPY NC Net Positions,LOW,JPY
7730daaf-3d86-429c-8001-476b8e8c1cb8,01/04/2021 20:30:00,CFTC GBP NC Net Positions,LOW,GBP
f7c12ce8-5d79-4dfe-8137-a23b9e7fe4ce,01/04/2021 20:30:00,CFTC Gold NC Net Positions,LOW,USD
bc814151-9939-4fa9-bea5-df4b993732e9,01/04/2021 20:30:00,CFTC Oil NC Net Positions,LOW,USD
da64bccb-a611-4992-a0ff-8a74cd5c2bc9,01/04/2021 20:30:00,CFTC S&P 500 NC Net Positions,LOW,USD
0e7329b9-513b-4f1f-a5df-87a2d21a91a4,01/04/2021 20:45:00,ECB's Lane speech,MEDIUM,EUR
adc1716a-c854-40f1-87b7-240a525b149e,01/04/2021 23:00:00,Fed's Mester speech,MEDIUM,USD
252bdae3-8de3-4a83-9511-5bab44cb1227,01/04/2021 23:50:00,Monetary Base (YoY),LOW,JPY
287b9931-3a07-411e-b80d-a1a33bf50673,01/05/2021 07:00:00,Retail Sales (MoM),MEDIUM,EUR
70dd393b-44dc-4cce-8d62-525d842afedb,01/05/2021 07:00:00,Retail Sales (YoY),HIGH,EUR
41877e8d-61d8-4c32-a24c-1ea80e096c4a,01/05/2021 08:55:00,Unemployment Change,MEDIUM,EUR
