Id,Start,Name,Impact,Currency
19e1f925-f1b4-41de-b231-c2564cf6fa4c,01/01/2010 00:00:00,New Year's Day,NONE,EUR
a640131f-f957-4a42-8217-b41e19d98656,01/01/2010 00:00:00,New Year's Day,NONE,JPY
8a5e1dd3-b06e-4f57-bdfa-73d75fa1b24e,01/01/2010 00:00:00,New Year's Day,NONE,GBP
f74cdb74-06fc-4b73-846d-909a37005ef0,01/01/2010 00:00:00,New Year's Day,NONE,USD
5c5e2b8d-f427-4ba6-8d71-155138eb24ab,01/02/2010 00:00:00,Bank Holiday,NONE,JPY
ffc9efb2-fdf0-4012-bb47-90a71cfa2f1a,01/03/2010 00:00:00,Bank Holiday,NONE,JPY
de319340-8f63-442a-9304-787364079243,01/04/2010 08:55:00,HCOB Manufacturing PMI,MEDIUM,EUR
c6a2c002-b113-444a-b2a3-e1e402d1ee37,01/04/2010 09:00:00,HCOB Manufacturing PMI,LOW,EUR
8090f4fd-c6cc-4118-aa0f-333daf3a63da,01/04/2010 09:30:00,Sentix Investor Confidence,LOW,EUR
cfe756a7-9740-4180-beb7-29d6c07bd5b2,01/04/2010 09:30:00,M4 Money Supply (MoM),LOW,GBP
3754a0a5-49d2-4a7a-86e8-64c7b2a22688,01/04/2010 09:30:00,M4 Money Supply (YoY),LOW,GBP
e09e846c-222f-43e2-a02c-c2d37adce5d8,01/04/2010 09:30:00,Mortgage Approvals,LOW,GBP
2942e5db-d7fc-4c1f-a0c8-abab9ec09252,01/04/2010 09:30:00,Net Lending to Individuals (MoM),LOW,GBP
6062c30d-c9d9-45f7-a34d-f4cc98fff75a,01/04/2010 09:30:00,S&P Global Manufacturing PMI,MEDIUM,GBP
740be312-59f8-4a0b-867e-5cbf5c5b0a3f,01/04/2010 15:00:00,Construction Spending (MoM),LOW,USD
802b232c-34bb-47d4-8908-450c15b3fdb1,01/04/2010 15:00:00,ISM Manufacturing PMI,MEDIUM,USD
890ee7a5-6064-4a16-9ea6-23cf60919c30,01/04/2010 23:50:00,Monetary Base (YoY),LOW,JPY
f150be93-caa5-42b0-8b60-205af165cdae,01/05/2010 08:55:00,Unemployment Change,MEDIUM,EUR
8dc6195b-279e-4de6-a400-ab490bc548c3,01/05/2010 08:55:00,Unemployment Rate s.a.,LOW,EUR
aa203f4c-b50a-4a22-afd7-e97e5e8b6bf4,01/05/2010 09:30:00,S&P Global Construction PMI,LOW,GBP
afd888ec-4100-498a-a887-91c0d817557f,01/05/2010 10:00:00,Harmonized Index of Consumer Prices (YoY),MEDIUM,EUR
e5add1cf-5130-414e-90b4-f8d07e532b54,01/05/2010 15:00:00,Factory Orders (MoM),MEDIUM,USD
f52f00dd-d06d-4d87-955d-363ac6d7a8ed,01/05/2010 15:00:00,Pending Home Sales (MoM),MEDIUM,USD
